dates,utq,pdb,kak
1901-01-01,-28.1,-30.9,-28.906034
1901-02-01,-32.19368,-32.0,-33.600285
1901-03-01,-24.0,-23.7,-24.51055
1901-04-01,-22.0,-20.5,-21.700287
1901-05-01,-8.4,-7.4,-7.6108346
1901-06-01,1.4,3.2,2.0891652
1901-07-01,4.7,8.6,5.399715
1901-08-01,2.7936788,6.0,3.6
1901-09-01,0.0,1.0,0.6936789
1901-10-01,-8.693679,-8.0,-8.5
1901-11-01,-18.0,-22.4,-18.2
1901-12-01,-21.5,-23.5,-22.3
1902-01-01,-23.7,-26.8,-24.495487
1902-02-01,-25.3,-25.2,-26.706322
1902-03-01,-33.6,-33.0,-34.11055
1902-04-01,-21.0,-19.8,-20.700287
1902-05-01,-7.3,-6.5,-6.6108346
1902-06-01,2.2,4.1,2.7891653
1902-07-01,5.3,9.3,5.999429
1902-08-01,3.4936788,6.7,4.3
1902-09-01,-1.3,-0.1,-0.6063211
1902-10-01,-8.193679,-7.6,-8.0
1902-11-01,-21.9,-25.8,-22.08945
1902-12-01,-30.0,-32.2,-30.8
1903-01-01,-29.7,-32.7,-30.5
1903-02-01,-27.293678,-27.5,-28.700287
1903-03-01,-27.4,-27.2,-27.9
1903-04-01,-22.3,-21.0,-22.100286
1903-05-01,-8.4,-7.4,-7.6108346
1903-06-01,2.2,3.8,2.884652
1903-07-01,4.2,8.1,4.899715
1903-08-01,4.193679,7.3,5.0
1903-09-01,-1.5,-0.4,-0.9
1903-10-01,-12.9,-12.3,-12.7
1903-11-01,-21.5,-25.8,-21.699715
1903-12-01,-17.8,-20.1,-18.6
1904-01-01,-29.4,-31.9,-29.4
1904-02-01,-33.7,-34.1,-35.70632
1904-03-01,-30.1,-29.8,-31.000286
1904-04-01,-17.9,-16.3,-17.100286
1904-05-01,-6.5,-5.7,-6.0108347
1904-06-01,3.5,4.7,3.0891652
1904-07-01,6.9,10.6,6.589165
1904-08-01,0.9,4.5,2.2
1904-09-01,-3.9936788,-2.6,-3.3002853
1904-10-01,-11.5,-10.4,-10.499715
1904-11-01,-19.3,-23.7,-19.5
1904-12-01,-18.3,-20.9,-19.2
1905-01-01,-22.1,-25.6,-24.299713
1905-02-01,-21.7,-22.2,-24.100286
1905-03-01,-22.5,-22.2,-23.21055
1905-04-01,-14.9,-13.9,-15.210549
1905-05-01,-5.3,-4.4,-4.6108346
1905-06-01,2.3,4.1,2.995201
1905-07-01,3.2,7.6,4.2891655
1905-08-01,2.9936788,6.4,4.0
1905-09-01,-4.0,-2.6,-3.1
1905-10-01,-11.4,-10.6,-11.1
1905-11-01,-13.8,-17.8,-13.789451
1905-12-01,-27.3,-28.3,-26.7
1906-01-01,-38.3,-40.3,-37.606033
1906-02-01,-24.5,-25.0,-26.706322
1906-03-01,-21.7,-21.7,-22.900286
1906-04-01,-19.7,-18.3,-19.400286
1906-05-01,-7.0,-5.8,-6.0108347
1906-06-01,2.6,4.2,3.1952012
1906-07-01,4.2,8.2,4.8994293
1906-08-01,2.9,6.2,3.7
1906-09-01,-0.8,0.4,-0.20028532
1906-10-01,-7.893679,-7.3,-7.7
1906-11-01,-19.9,-23.8,-19.599714
1906-12-01,-28.1,-30.5,-29.9
1907-01-01,-22.4,-26.1,-24.7
1907-02-01,-35.1,-35.6,-37.20632
1907-03-01,-27.3,-27.5,-29.100286
1907-04-01,-17.1,-15.8,-17.01055
1907-05-01,-5.9,-4.4,-4.4002852
1907-06-01,1.3,3.0,1.8891653
1907-07-01,3.7,7.8,4.3994293
1907-08-01,4.193679,7.5,4.8954864
1907-09-01,-1.3,0.0,-0.60028535
1907-10-01,-11.6,-10.6,-10.7
1907-11-01,-21.1,-24.2,-19.7
1907-12-01,-24.0,-24.3,-22.3
1908-01-01,-27.0,-27.9,-24.695488
1908-02-01,-23.7,-25.3,-27.5
1908-03-01,-27.5,-27.6,-29.01055
1908-04-01,-20.5,-18.5,-19.200287
1908-05-01,-5.8,-4.8,-5.1108346
1908-06-01,1.9,3.9,2.7891653
1908-07-01,5.4,9.4,5.799715
1908-08-01,2.393679,5.9,3.4954865
1908-09-01,-4.2,-2.7,-3.0063212
1908-10-01,-12.1,-12.0,-13.089451
1908-11-01,-19.1,-22.5,-18.399714
1908-12-01,-20.1,-22.0,-21.2
1909-01-01,-31.3,-35.3,-34.4
1909-02-01,-30.9,-31.9,-34.1
1909-03-01,-29.3,-27.5,-27.41055
1909-04-01,-20.5,-20.1,-21.700287
1909-05-01,-7.2,-6.1,-6.310835
1909-06-01,0.3,2.4,1.4846518
1909-07-01,5.1,9.0,5.599429
1909-08-01,3.0936787,6.1,3.5
1909-09-01,-3.0,-2.0,-2.6002853
1909-10-01,-12.1,-11.6,-12.1
1909-11-01,-22.4,-27.6,-24.0
1909-12-01,-26.8,-28.1,-26.8
1910-01-01,-29.8,-31.6,-28.806034
1910-02-01,-30.0,-30.9,-33.000286
1910-03-01,-27.3,-26.8,-27.71055
1910-04-01,-23.5,-21.4,-21.900286
1910-05-01,-7.7,-6.3,-6.410835
1910-06-01,-0.1,2.2,1.3846518
1910-07-01,2.9,7.5,4.399715
1910-08-01,2.6,5.8,3.0
1910-09-01,-0.1,0.9,0.2997147
1910-10-01,-10.693679,-10.1,-10.6
1910-11-01,-18.5,-23.0,-19.0
1910-12-01,-27.5,-29.0,-27.8
1911-01-01,-30.5,-34.3,-32.999714
1911-02-01,-23.8,-23.5,-25.00632
1911-03-01,-30.2,-29.2,-29.810549
1911-04-01,-21.5,-20.7,-22.000286
1911-05-01,-7.8,-6.6,-6.7108345
1911-06-01,1.5,3.2,1.9891653
1911-07-01,4.6,8.9,5.499429
1911-08-01,3.393679,6.6,4.0
1911-09-01,0.4,1.3,0.4
1911-10-01,-5.493679,-5.0,-5.8
1911-11-01,-19.4,-24.2,-20.6
1911-12-01,-25.4,-26.2,-24.4
1912-01-01,-20.8,-23.9,-22.395487
1912-02-01,-22.7,-21.9,-22.71055
1912-03-01,-20.9,-20.7,-22.01055
1912-04-01,-15.0,-14.4,-16.100286
1912-05-01,-4.8,-4.0,-4.5108347
1912-06-01,-0.1,1.4,-0.010834655
1912-07-01,4.706321,8.4,4.5997148
1912-08-01,3.1936789,6.3,3.6
1912-09-01,-0.6,0.5,-0.20028532
1912-10-01,-8.893679,-7.9,-8.299715
1912-11-01,-16.7,-21.0,-17.299713
1912-12-01,-25.5,-26.8,-25.4
1913-01-01,-31.4,-34.5,-32.7
1913-02-01,-21.69368,-22.2,-24.3
1913-03-01,-23.6,-24.2,-25.9
1913-04-01,-18.8,-17.7,-18.900286
1913-05-01,-6.1,-5.4,-5.810835
1913-06-01,4.1,5.3,3.595201
1913-07-01,4.4,8.2,4.599429
1913-08-01,1.9,5.2,2.6894507
1913-09-01,-2.9,-1.7,-2.106321
1913-10-01,-10.8,-10.6,-11.399714
1913-11-01,-18.6,-22.6,-18.4
1913-12-01,-24.7,-26.0,-24.4
1914-01-01,-26.4,-29.2,-27.2
1914-02-01,-23.793678,-23.7,-24.900286
1914-03-01,-26.8,-26.3,-27.1
1914-04-01,-19.3,-18.4,-19.600286
1914-05-01,-7.1,-5.9,-6.100285
1914-06-01,2.6,4.2,2.8952012
1914-07-01,4.3,8.2,4.5997148
1914-08-01,4.3,7.5,4.9
1914-09-01,-3.2,-1.9,-2.4002855
1914-10-01,-6.593679,-5.8,-6.2
1914-11-01,-17.8,-21.4,-17.0
1914-12-01,-14.3,-16.9,-17.1
1915-01-01,-22.2,-23.9,-21.006035
1915-02-01,-29.1,-28.7,-29.900286
1915-03-01,-22.0,-21.6,-22.51055
1915-04-01,-15.4,-13.7,-14.600286
1915-05-01,-5.106321,-4.0,-4.2108345
1915-06-01,2.7,4.7,3.595201
1915-07-01,5.5,10.0,6.7994294
1915-08-01,3.5,7.0,4.6
1915-09-01,-0.4,0.8,0.2997147
1915-10-01,-13.893679,-13.1,-13.5
1915-11-01,-19.0,-22.7,-18.2
1915-12-01,-24.9,-26.2,-24.7
1916-01-01,-24.7,-27.9,-26.395487
1916-02-01,-28.59368,-29.0,-30.500286
1916-03-01,-31.4,-30.9,-31.91055
1916-04-01,-16.5,-14.7,-15.700285
1916-05-01,-7.9,-6.5,-6.600285
1916-06-01,1.3,3.3,2.2846518
1916-07-01,4.3,8.3,4.799715
1916-08-01,3.5936787,6.9,4.3894506
1916-09-01,-0.5,0.6,-0.00028530668
1916-10-01,-7.493679,-6.9,-7.5
1916-11-01,-19.2,-22.9,-18.5
1916-12-01,-29.7,-30.8,-29.3
1917-01-01,-32.5,-34.3,-31.499714
1917-02-01,-22.5,-23.3,-25.4
1917-03-01,-23.8,-23.7,-24.9
1917-04-01,-18.0,-16.7,-17.800285
1917-05-01,-7.7,-6.8,-7.2108345
1917-06-01,0.7,2.4,1.0891653
1917-07-01,2.9,6.8,3.2994294
1917-08-01,4.693679,7.9,5.3
1917-09-01,-0.8,0.6,0.19367893
1917-10-01,-10.093679,-9.4,-9.999715
1917-11-01,-25.7,-29.3,-24.8
1917-12-01,-32.6,-35.8,-35.49368
1918-01-01,-26.4,-28.5,-25.906034
1918-02-01,-28.69368,-28.6,-30.2
1918-03-01,-31.2,-31.2,-32.400288
1918-04-01,-22.1,-20.5,-21.300285
1918-05-01,-9.5,-8.4,-8.610835
1918-06-01,-0.9,1.2,0.089165345
1918-07-01,5.4,9.5,6.099429
1918-08-01,2.8,6.0,3.4
1918-09-01,0.5,1.9,1.3997147
1918-10-01,-10.793679,-9.9,-10.395486
1918-11-01,-22.90632,-25.7,-20.895487
1918-12-01,-25.7,-27.0,-25.6
1919-01-01,-28.5,-30.4,-27.695488
1919-02-01,-25.0,-25.3,-27.000286
1919-03-01,-27.1,-27.7,-29.504513
1919-04-01,-18.3,-16.7,-17.700287
1919-05-01,-6.6,-5.7,-6.1108346
1919-06-01,-1.5,0.4,-0.7108346
1919-07-01,4.6,8.8,5.4891653
1919-08-01,3.5,7.1,4.7954865
1919-09-01,-0.7,0.7,0.19971469
1919-10-01,-10.1,-9.6,-10.3
1919-11-01,-19.8,-24.4,-20.899714
1919-12-01,-24.1,-26.1,-25.3
1920-01-01,-29.9,-32.3,-30.199715
1920-02-01,-21.7,-20.9,-22.1
1920-03-01,-30.5,-29.8,-30.61055
1920-04-01,-23.3,-21.6,-22.600286
1920-05-01,-10.1,-8.9,-9.110835
1920-06-01,1.0,2.8,1.5952011
1920-07-01,2.9,7.3,4.0997148
1920-08-01,2.7,6.0,3.5
1920-09-01,-2.0,-0.7,-1.3002852
1920-10-01,-11.9,-11.5,-12.199715
1920-11-01,-18.206322,-21.7,-17.499714
1920-12-01,-24.4,-25.6,-24.6
1921-01-01,-28.4,-31.7,-29.899714
1921-02-01,-28.8,-29.0,-30.600286
1921-03-01,-25.6,-25.2,-26.300285
1921-04-01,-19.0,-17.7,-18.900286
1921-05-01,-7.2,-6.4,-6.906321
1921-06-01,0.9,3.0,2.1846519
1921-07-01,5.9,9.6,5.799715
1921-08-01,4.9,8.1,5.5
1921-09-01,-1.2,-0.6,-1.6
1921-10-01,-9.2,-8.8,-9.48945
1921-11-01,-15.0,-20.3,-17.299713
1921-12-01,-22.5,-23.4,-22.0
1922-01-01,-22.3,-24.8,-22.4
1922-02-01,-25.9,-26.5,-28.500286
1922-03-01,-27.0,-27.5,-29.3
1922-04-01,-17.6,-16.6,-18.000286
1922-05-01,-10.6,-9.2,-9.200285
1922-06-01,0.1,1.8,0.48916534
1922-07-01,2.5,6.7,3.2994294
1922-08-01,3.0,6.0,3.3894508
1922-09-01,-3.2,-1.9,-2.5002854
1922-10-01,-10.8,-8.9,-8.699715
1922-11-01,-19.9,-23.2,-18.599714
1922-12-01,-21.6,-24.0,-23.6
1923-01-01,-30.5,-32.2,-29.6
1923-02-01,-24.893679,-24.2,-25.4
1923-03-01,-28.7,-28.0,-29.0
1923-04-01,-18.4,-17.1,-18.21055
1923-05-01,-5.8,-5.1,-5.706321
1923-06-01,1.7,3.5,2.3891654
1923-07-01,5.7,9.7,6.1997147
1923-08-01,6.8,10.0,7.3
1923-09-01,-1.5,0.0,-0.40632108
1923-10-01,-5.8,-4.6,-4.9
1923-11-01,-16.00632,-19.6,-15.295486
1923-12-01,-29.7,-31.1,-29.9
1924-01-01,-28.50632,-29.6,-26.395487
1924-02-01,-31.6,-30.8,-31.600286
1924-03-01,-22.1,-21.1,-21.91055
1924-04-01,-26.3,-24.8,-25.800285
1924-05-01,-9.0,-7.3,-7.1108346
1924-06-01,0.2,2.1,1.0891653
1924-07-01,3.2,7.1,3.5933936
1924-08-01,2.5,5.9,3.4
1924-09-01,-3.6,-1.7,-2.1002853
1924-10-01,-14.8,-13.5,-13.6
1924-11-01,-18.0,-21.1,-16.599714
1924-12-01,-23.6,-26.3,-26.2
1925-01-01,-33.8,-36.7,-34.695488
1925-02-01,-34.69368,-34.3,-35.5
1925-03-01,-27.6,-27.2,-28.11055
1925-04-01,-17.8,-16.9,-18.310549
1925-05-01,-6.6,-5.4,-5.5108347
1925-06-01,2.7,4.0,2.495201
1925-07-01,5.7,9.0,5.089165
1925-08-01,5.7,8.3,5.3894506
1925-09-01,1.0,1.9,0.9997147
1925-10-01,-5.093679,-4.7,-5.499715
1925-11-01,-19.4,-22.0,-16.899714
1925-12-01,-26.00632,-26.7,-24.7
1926-01-01,-23.5,-22.9,-18.4
1926-02-01,-28.9,-28.2,-29.106321
1926-03-01,-25.4,-22.9,-22.600286
1926-04-01,-15.3,-14.1,-15.500285
1926-05-01,-7.4,-6.0,-6.000285
1926-06-01,3.0,4.6,3.1891654
1926-07-01,5.3,9.0,5.1997147
1926-08-01,4.8,7.7,4.7954865
1926-09-01,1.906321,2.6,1.3997147
1926-10-01,-5.5,-5.5,-6.799715
1926-11-01,-12.8,-17.3,-14.0
1926-12-01,-26.2,-27.6,-26.70423
1927-01-01,-25.9,-28.0,-25.7
1927-02-01,-28.7,-27.6,-28.300285
1927-03-01,-28.6,-27.9,-28.71055
1927-04-01,-21.4,-20.6,-21.700287
1927-05-01,-5.1,-4.7,-5.500285
1927-06-01,2.9,4.3,2.7891653
1927-07-01,7.3,10.6,6.499715
1927-08-01,3.6,6.9,4.3
1927-09-01,-2.0936787,-1.2,-1.9002852
1927-10-01,-11.793679,-11.3,-11.999715
1927-11-01,-19.3,-25.4,-22.495487
1927-12-01,-24.7,-27.7,-27.8
1928-01-01,-21.6,-23.8,-21.599714
1928-02-01,-22.2,-21.9,-23.200287
1928-03-01,-29.8,-29.9,-31.21055
1928-04-01,-16.4,-16.5,-18.700287
1928-05-01,-7.0,-6.1,-6.5108347
1928-06-01,3.2,4.3,2.595201
1928-07-01,6.0,9.4,5.2891655
1928-08-01,3.5,6.6,3.9
1928-09-01,-1.2,-0.3,-1.1002853
1928-10-01,-8.4,-8.6,-9.9
1928-11-01,-14.8,-18.4,-13.88945
1928-12-01,-24.1,-24.3,-22.4
1929-01-01,-23.0,-24.9,-23.0
1929-02-01,-24.4,-23.9,-25.4
1929-03-01,-29.7,-29.3,-30.01055
1929-04-01,-16.5,-16.0,-17.600286
1929-05-01,-6.7,-5.7,-6.0108347
1929-06-01,1.4,3.2,1.8952011
1929-07-01,3.1,7.1,3.3997147
1929-08-01,3.7936788,6.8,4.1894503
1929-09-01,1.7,3.1,2.1
1929-10-01,-7.6,-6.7,-7.0894504
1929-11-01,-17.5,-20.4,-16.1
1929-12-01,-22.8,-25.1,-24.6
1930-01-01,-16.0,-20.9,-20.595488
1930-02-01,-32.1,-32.8,-34.3
1930-03-01,-29.9,-28.6,-28.900286
1930-04-01,-19.2,-18.4,-19.900286
1930-05-01,-6.5,-5.0,-5.1108346
1930-06-01,3.0,4.3,2.7891653
1930-07-01,6.2,10.0,6.3891654
1930-08-01,3.8,7.1,4.8
1930-09-01,-0.4,0.7,0.0
1930-10-01,-8.6,-8.6,-9.589451
1930-11-01,-21.7,-25.5,-21.28945
1930-12-01,-23.30632,-23.9,-22.0
1931-01-01,-27.8,-28.2,-24.5
1931-02-01,-28.8,-26.6,-26.700287
1931-03-01,-24.3,-25.1,-27.4
1931-04-01,-16.1,-16.1,-18.11055
1931-05-01,-7.1,-6.8,-7.406321
1931-06-01,1.3,2.9,1.5952011
1931-07-01,3.3,7.3,3.6997147
1931-08-01,2.8,5.8,3.0
1931-09-01,-2.7,-1.0,-1.4002852
1931-10-01,-12.9,-11.5,-11.4
1931-11-01,-17.9,-21.2,-16.8
1931-12-01,-24.4,-26.4,-25.3
1932-01-01,-30.4,-32.8,-30.195488
1932-02-01,-31.5,-32.7,-34.7
1932-03-01,-22.6,-22.7,-24.5
1932-04-01,-16.0,-14.9,-16.200287
1932-05-01,-6.2,-5.2,-5.306321
1932-06-01,1.9,3.1,1.4952011
1932-07-01,4.9,8.8,5.0997148
1932-08-01,1.593679,5.2,3.0
1932-09-01,-1.2,-0.2,-0.8
1932-10-01,-8.3,-7.9,-8.8
1932-11-01,-21.5,-26.6,-23.4
1932-12-01,-21.1,-24.2,-24.49368
1933-01-01,-31.5,-34.3,-31.999714
1933-02-01,-28.4,-29.0,-30.800285
1933-03-01,-25.5,-25.8,-27.4
1933-04-01,-16.9,-15.8,-17.400286
1933-05-01,-7.6,-6.5,-6.7108345
1933-06-01,-0.3,1.2,-0.31083468
1933-07-01,4.1,7.8,3.9997146
1933-08-01,3.393679,6.6,4.2
1933-09-01,-2.6,-1.2,-1.8002852
1933-10-01,-11.593679,-11.1,-11.899714
1933-11-01,-21.4,-24.2,-19.799713
1933-12-01,-26.293678,-30.5,-31.2
1934-01-01,-34.0,-36.3,-33.39549
1934-02-01,-23.4,-23.1,-24.5
1934-03-01,-27.4,-27.0,-28.11055
1934-04-01,-19.0,-17.1,-18.200287
1934-05-01,-8.1,-7.0,-7.1108346
1934-06-01,1.2,2.7,1.1952012
1934-07-01,4.0,7.6,3.7997146
1934-08-01,2.9936788,6.2,3.5894506
1934-09-01,-0.2,0.6,-0.7002853
1934-10-01,-7.0,-6.4,-7.1997147
1934-11-01,-17.5,-22.2,-18.599714
1934-12-01,-19.8,-21.7,-21.4
1935-01-01,-24.3,-27.8,-26.495487
1935-02-01,-24.2,-23.5,-24.200287
1935-03-01,-23.09368,-24.9,-27.9
1935-04-01,-17.2,-16.9,-19.000286
1935-05-01,-10.1,-9.0,-9.206321
1935-06-01,0.4,1.9,0.48916534
1935-07-01,4.7,8.6,4.9891653
1935-08-01,3.3,5.6,2.3894508
1935-09-01,-0.8,-0.2,-1.3
1935-10-01,-7.6,-8.0,-9.589451
1935-11-01,-21.1,-25.4,-21.98945
1935-12-01,-27.0,-29.1,-28.1
1936-01-01,-26.5,-28.6,-27.0
1936-02-01,-31.7,-32.5,-35.1
1936-03-01,-27.6,-26.7,-27.51055
1936-04-01,-15.8,-16.0,-18.000286
1936-05-01,-8.4,-6.7,-6.7108345
1936-06-01,3.8,5.1,3.4891653
1936-07-01,4.7,8.4,4.5997148
1936-08-01,5.8,8.8,6.0
1936-09-01,-1.6,-0.8,-1.8002852
1936-10-01,-10.793679,-9.8,-10.4
1936-11-01,-18.2,-22.0,-18.0
1936-12-01,-25.5,-28.5,-28.6
1937-01-01,-19.90632,-21.4,-19.095488
1937-02-01,-26.7,-28.4,-30.400286
1937-03-01,-27.1,-26.7,-27.200287
1937-04-01,-20.1,-19.1,-20.11055
1937-05-01,-7.3,-7.0,-7.700285
1937-06-01,2.5,4.2,2.8891654
1937-07-01,4.9,8.5,4.689165
1937-08-01,3.3,5.9,3.0954864
1937-09-01,0.8,1.8,1.1
1937-10-01,-6.193679,-5.8,-6.6997147
1937-11-01,-13.4,-18.0,-14.3
1937-12-01,-21.1,-24.5,-24.6
1938-01-01,-28.5,-31.3,-28.699715
1938-02-01,-28.19368,-29.3,-30.800285
1938-03-01,-26.7,-26.0,-26.6
1938-04-01,-17.7,-16.4,-17.700287
1938-05-01,-6.5,-5.4,-5.810835
1938-06-01,2.5,3.5,1.6952012
1938-07-01,5.6,9.4,5.9933934
1938-08-01,4.5,7.6,5.0
1938-09-01,-0.5,1.7,1.7
1938-10-01,-4.6,-3.6,-4.3
1938-11-01,-14.1,-18.5,-14.9
1938-12-01,-23.606321,-24.8,-23.7
1939-01-01,-29.9,-30.8,-27.5
